ticker,priceToEarning.top200AvgValue,priceToEarning.industryAvgValue,valueBeforeEbitda.top200AvgValue,valueBeforeEbitda.industryAvgValue,priceToBook.top200AvgValue,priceToBook.industryAvgValue,dividend.top200AvgValue,dividend.industryAvgValue,roe.top200AvgValue,roe.industryAvgValue,roa.top200AvgValue,roa.industryAvgValue,grossProfitMargin.top200AvgValue,grossProfitMargin.industryAvgValue,operatingProfitMargin.top200AvgValue,operatingProfitMargin.industryAvgValue,postTaxMargin.top200AvgValue,postTaxMargin.industryAvgValue,debtOnEquity.top200AvgValue,debtOnEquity.industryAvgValue,debtOnAsset.top200AvgValue,debtOnAsset.industryAvgValue,debtOnEbitda.top200AvgValue,debtOnEbitda.industryAvgValue,shortOnLongDebt.top200AvgValue,shortOnLongDebt.industryAvgValue,ebitOnInterest.top200AvgValue,ebitOnInterest.industryAvgValue,assetOnEquity.top200AvgValue,assetOnEquity.industryAvgValue,cashOnEquity.top200AvgValue,cashOnEquity.industryAvgValue,cashOnCapitalize.top200AvgValue,cashOnCapitalize.industryAvgValue,currentPayment.top200AvgValue,currentPayment.industryAvgValue,quickPayment.top200AvgValue,quickPayment.industryAvgValue,daysReceivable.top200AvgValue,daysReceivable.industryAvgValue,daysInventory.top200AvgValue,daysInventory.industryAvgValue,daysPayable.top200AvgValue,daysPayable.industryAvgValue,cashCirculation.top200AvgValue,cashCirculation.industryAvgValue,revenueOnWorkCapital.top200AvgValue,revenueOnWorkCapital.industryAvgValue,revenueOnAsset.top200AvgValue,revenueOnAsset.industryAvgValue,ebitOnRevenue.top200AvgValue,ebitOnRevenue.industryAvgValue,netDebtOnEbitda.top200AvgValue,netDebtOnEbitda.industryAvgValue,netDebtOnEquity.top200AvgValue,netDebtOnEquity.industryAvgValue,priceToSales.top200AvgValue,priceToSales.industryAvgValue,costOfFinancing.industryAvgValue,interestMargin.industryAvgValue,nonInterestOnToi.industryAvgValue,costToIncome.industryAvgValue,preProvisionOnToi.industryAvgValue,postTaxOnToi.industryAvgValue,depositOnEarnAsset.industryAvgValue,cancelDebt.industryAvgValue,badDebtPercentage.industryAvgValue,provisionOnBadDebt.industryAvgValue,loanOnDeposit.industryAvgValue,equityOnTotalAsset.industryAvgValue,badDebtOnAsset.industryAvgValue
BMG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
BVN,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
STK,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
DCG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
ADS,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
DM7,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
MGG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
EVE,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
FTM,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
G20,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
M10,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
GIL,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
GMC,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
HCB,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
HLT,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
HSM,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
HDM,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
HTG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
HNI,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
HUG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
KMR,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
LGM,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
LIX,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
MPT,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
NJC,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
NET,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
MNB,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
NTT,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
PNJ,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
PPH,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
PTG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
MSH,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
SPB,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
SSF,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
SVD,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
TCM,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
GTD,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
TDT,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
CET,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
TET,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
TLI,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
TNG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
TTG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
VDN,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
NDT,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
TVT,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
VGT,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
VGG,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
VTI,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
X20,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
X26,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
XPH,14.4,15.2,13,11.3,1.7,1.3,0,0,0.094,0.061,0.031,0.028,0.29,0.145,0.15,0.058,0.117,0.045,1.4,0.7,0.6,0.4,2.2,2.5,1,2.8,2.8,1.7,2.5,1.7,0.1,0.088,0.06,0.096,1.7,1.8,1.4,1.1,147,93,81,96,33,33,0.2,0.1,2.1,3.5,0.4,0.8,0.15,0.058,2.2,2.5,0.6,0.3,2,0.5,,,,,,,,,,,,,
ODE,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
ADC,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
ALT,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
BDB,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
