ticker,priceToEarning.top200AvgValue,priceToEarning.industryAvgValue,valueBeforeEbitda.top200AvgValue,valueBeforeEbitda.industryAvgValue,priceToBook.top200AvgValue,priceToBook.industryAvgValue,dividend.top200AvgValue,dividend.industryAvgValue,roe.top200AvgValue,roe.industryAvgValue,roa.top200AvgValue,roa.industryAvgValue,grossProfitMargin.top200AvgValue,grossProfitMargin.industryAvgValue,operatingProfitMargin.top200AvgValue,operatingProfitMargin.industryAvgValue,postTaxMargin.top200AvgValue,postTaxMargin.industryAvgValue,debtOnEquity.top200AvgValue,debtOnEquity.industryAvgValue,debtOnAsset.top200AvgValue,debtOnAsset.industryAvgValue,debtOnEbitda.top200AvgValue,debtOnEbitda.industryAvgValue,shortOnLongDebt.top200AvgValue,shortOnLongDebt.industryAvgValue,ebitOnInterest.top200AvgValue,ebitOnInterest.industryAvgValue,assetOnEquity.top200AvgValue,assetOnEquity.industryAvgValue,cashOnEquity.top200AvgValue,cashOnEquity.industryAvgValue,cashOnCapitalize.top200AvgValue,cashOnCapitalize.industryAvgValue,currentPayment.top200AvgValue,currentPayment.industryAvgValue,quickPayment.top200AvgValue,quickPayment.industryAvgValue,daysReceivable.top200AvgValue,daysReceivable.industryAvgValue,daysInventory.top200AvgValue,daysInventory.industryAvgValue,daysPayable.top200AvgValue,daysPayable.industryAvgValue,cashCirculation.top200AvgValue,cashCirculation.industryAvgValue,revenueOnWorkCapital.top200AvgValue,revenueOnWorkCapital.industryAvgValue,revenueOnAsset.top200AvgValue,revenueOnAsset.industryAvgValue,ebitOnRevenue.top200AvgValue,ebitOnRevenue.industryAvgValue,netDebtOnEbitda.top200AvgValue,netDebtOnEbitda.industryAvgValue,netDebtOnEquity.top200AvgValue,netDebtOnEquity.industryAvgValue,priceToSales.top200AvgValue,priceToSales.industryAvgValue,costOfFinancing.industryAvgValue,interestMargin.industryAvgValue,nonInterestOnToi.industryAvgValue,costToIncome.industryAvgValue,preProvisionOnToi.industryAvgValue,postTaxOnToi.industryAvgValue,depositOnEarnAsset.industryAvgValue,cancelDebt.industryAvgValue,badDebtPercentage.industryAvgValue,provisionOnBadDebt.industryAvgValue,loanOnDeposit.industryAvgValue,equityOnTotalAsset.industryAvgValue,badDebtOnAsset.industryAvgValue
BED,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
BST,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
ADG,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
DAD,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
DAE,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
DST,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
EBS,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
ECI,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
EID,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
FHS,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
FOC,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
HEV,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
HTP,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
IHK,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
IN4,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
IBD,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
LBE,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
NBE,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
PNC,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
RGC,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
QST,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
SAP,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
VNB,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
SED,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
SGD,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
SMN,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
STC,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
STH,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
TPH,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
VEF,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
VNZ,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
VNX,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
VPR,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
CAB,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
EPH,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
YEG,14.4,196.9,13,45.8,1.7,2.7,0,0,0.094,0.079,0.031,0.043,0.29,0.23,0.15,0.035,0.117,0.029,1.4,1,0.6,0.5,2.2,0.1,1,1.1,2.8,6.2,2.5,2,0.1,0.092,0.06,0.093,1.7,1.6,1.4,1.2,147,78,81,68,33,89,0.2,0.2,2.1,3.4,0.4,1,0.15,0.035,2.2,0.1,0.6,0.1,2,0.5,,,,,,,,,,,,,
DSD,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
ATS,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
BCV,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
VTG,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
BTV,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
BLN,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
CTC,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
DAH,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
DLD,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
DNT,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
DSN,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
DTI,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
DXL,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
GTT,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
HES,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
HGT,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
HHG,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
HRT,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
TSJ,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
HOT,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
KLF,14.4,-14.7,13,157.8,1.7,7.2,0,0,0.094,0.039,0.031,0.005,0.29,0.193,0.15,0.066,0.117,0.085,1.4,0.7,0.6,0.4,2.2,0,1,0.5,2.8,0.7,2.5,1.7,0.1,0.046,0.06,0.036,1.7,1.1,1.4,1.1,147,69,81,12,33,32,0.2,0.1,2.1,1.8,0.4,0.3,0.15,0.066,2.2,0,0.6,0.2,2,1.6,,,,,,,,,,,,,
